codigo_pdm,codigo_br,nome_item,embedding
11411,267735,"ranitidina cloridrato, dosagem:25 mg/ml, tipo:solução injetável","[-0.05896818  0.0449255  -0.04401995 ...  0.03888966  0.08409689
 -0.01113027]"
11411,267736,"ranitidina cloridrato, dosagem:150 mg","[-0.02823987  0.05140054 -0.06244075 ...  0.04051866  0.04989159
  0.00443515]"
11411,267737,"ranitidina cloridrato, dosagem:300 mg","[-0.06030487  0.03807715 -0.08655927 ...  0.04948334  0.06904981
  0.00517032]"
11154,267741,"prednisona, dosagem:5 mg","[-0.00759118 -0.0160525  -0.01638417 ... -0.01610191  0.00231937
  0.03248696]"
11154,267742,"prednisona, dosagem:50 mg","[-0.00443636 -0.00792485 -0.01342058 ... -0.0320619   0.01486873
  0.03382342]"
11154,267743,"prednisona, dosagem:20 mg","[ 0.00120506 -0.00668482 -0.02551267 ... -0.01501592  0.00763538
  0.05829111]"
12096,267744,"sinvastatina, dosagem:80 mg","[ 0.01151779 -0.04190517  0.03155438 ...  0.02745917  0.01591884
  0.03172182]"
12096,267745,"sinvastatina, dosagem:40 mg","[ 0.01566152 -0.03291543  0.02917537 ...  0.03241253  0.00545762
  0.02905248]"
12096,267746,"sinvastatina, dosagem:10 mg","[ 0.03613732 -0.0371926   0.01084301 ...  0.02973901  0.0132948
  0.04120437]"
12096,267747,"sinvastatina, dosagem:20 mg","[ 0.03689826 -0.01445398  0.02592863 ...  0.03277752  0.01123728
  0.03522497]"
12314,267765,"sulfadiazina, dosagem:500 mg","[ 0.00718305  0.0570353  -0.0544507  ...  0.00772794  0.0035773
  0.0478837 ]"
11378,267767,"quinidina sulfato, dosagem:200 mg","[-0.04202962  0.01311864 -0.07489958 ...  0.00147915  0.02199444
  0.04736147]"
11262,267768,"prometazina cloridrato, dosagem:25 mg","[ 0.00778236 -0.01318036 -0.0222056  ... -0.00521617 -0.02696268
  0.04612378]"
11262,267769,"prometazina cloridrato, dosagem:25 mg/ml, apresentação:solução injetável","[-0.01761002  0.00160218 -0.0172685  ...  0.01354367 -0.00552059
  0.02774545]"
5235,267770,"propranolol cloridrato, dosagem:80 mg","[-0.08506672  0.00767824 -0.00214097 ... -0.01968873  0.0239298
  0.04451447]"
5235,267771,"propranolol cloridrato, dosagem:10 mg","[-0.06015463  0.01079255 -0.02435434 ... -0.01910907  0.02436581
  0.05112075]"
5235,267772,"propranolol cloridrato, dosagem:40 mg","[-0.07550354  0.01899217 -0.00407279 ... -0.01565498  0.0151542
  0.03778824]"
10676,267773,"permetrina, dosagem:10 mg/ml, indicação:loção","[-0.02118013 -0.02712045 -0.02952483 ... -0.00086086  0.00247021
 -0.00149368]"
10422,267776,"paracetamol, dosagem solução oral:100 mg/ml, apresentação:solução oral","[ 0.00016361 -0.00634482  0.01848621 ...  0.02324002 -0.04128825
 -0.00733864]"
10422,267777,"paracetamol, dosagem solução oral:200 mg/ml, apresentação:solução oral","[-0.01944884  0.00471224  0.03967136 ...  0.02679049 -0.04374297
 -0.00500377]"
10422,267778,"paracetamol, dosagem comprimido:500 mg","[ 0.02662604  0.01063445  0.04492955 ...  0.00224541 -0.04406141
  0.00538257]"
10422,267779,"paracetamol, dosagem comprimido:750 mg","[ 0.02770632 -0.01031539  0.05888211 ...  0.03544651 -0.0432759
  0.01115452]"
10348,267892,"pantoprazol, dosagem:40 mg","[ 0.04232395  0.00017295  0.05490178 ...  0.01909669 -0.02762195
  0.05605759]"
14552,267894,"rivastigmina, dosagem:3 mg","[ 0.00729375 -0.03728011  0.05604219 ...  0.01783369  0.02377281
  0.00771704]"
14552,267895,"rivastigmina, dosagem:6 mg","[ 0.02926985 -0.04023581  0.06359372 ...  0.00175068  0.02326904
  0.0151069 ]"
14552,267896,"rivastigmina, dosagem:1,5 mg","[ 0.01260819 -0.02941929  0.06474774 ...  0.00017105  0.00985563
  0.01376354]"
14552,267897,"rivastigmina, dosagem:4,5 mg","[ 0.01648398 -0.02898351  0.07241789 ... -0.00334222  0.0069057
  0.02388691]"
10633,267902,"pentoxifilina, dosagem:400 mg, indicação:liberação prolongada","[-0.08679926 -0.05086578  0.00103194 ... -0.01577812 -0.01228318
  0.0288007 ]"
6240,267907,"beclometasona dipropionato, dosagem:400mcg/ml, características adicionais:suspensão para inalação","[-0.05245907  0.00408212  0.04280649 ...  0.01451032 -0.0091572
  0.01052659]"
17734,267936,"betaistina dicloridrato, dosagem:16 mg","[-0.01418664 -0.02613852 -0.00196203 ... -0.00369331  0.01299666
  0.01284694]"
17708,268000,"dipirona sódica, dosagem:300 mg, apresentação:supositório infantil","[-0.03443738 -0.01705059  0.01996    ...  0.03271417 -0.01234306
  0.01518349]"
17746,268005,"travoprosta, dosagem:0,04 mg/ml, apresentação:solução oftálmica","[ 0.02549119 -0.02168427  0.02113833 ...  0.02823211 -0.01469509
  0.02959682]"
8929,268037,"lovastatina, dosagem:10 mg","[ 0.02188604 -0.05057667 -0.02686732 ...  0.00466007 -0.00212345
  0.02531418]"
8929,268038,"lovastatina, dosagem:20 mg","[ 0.02283549 -0.02539206 -0.01278238 ...  0.00932162 -0.0061553
  0.02019124]"
5275,268069,"clorpromazina, dosagem:5 mg/ml, apresentação:solução injetável","[-0.06489045  0.0236161   0.01675565 ...  0.01502266 -0.01423258
  0.003585  ]"
1503,268072,"selegilina cloridrato, dosagem:5 mg","[-0.03206531  0.02160597 -0.03482225 ...  0.01123098  0.03319133
  0.02046395]"
1503,268073,"selegilina cloridrato, dosagem:10 mg","[-0.03145007  0.0038106  -0.05456172 ...  0.0094107   0.04266455
  0.04179602]"
6106,268074,"desmopressina acetato, dosagem:0,1 mg/ml, apresentação:solução nasal","[ 0.00065006 -0.06209432  0.01179561 ...  0.0508838  -0.04504599
 -0.03902025]"
12335,268075,"sulfato de magnésio, concentração:50%, uso:solução injetável","[ 0.02012864  0.05020513  0.01401377 ... -0.00988884  0.05039738
  0.00846548]"
12335,268076,"sulfato de magnésio, concentração:10%, uso:solução injetável","[ 0.02109055  0.03380397 -0.00392437 ... -0.00574531  0.04292084
  0.02903293]"
1747,268077,"ciproterona acetato, dosagem:50 mg","[-0.0178453  -0.04738596  0.00888741 ... -0.00746309 -0.02237412
 -0.0093901 ]"
13680,268079,"amantadina, concentração:100 mg","[-0.00645772 -0.04274815 -0.00291043 ...  0.04554513 -0.01424441
 -0.00747501]"
3119,268080,"atorvastatina cálcica, dosagem:10 mg","[ 0.02536498 -0.02638863 -0.01998923 ...  0.02900159  0.01688738
  0.03180942]"
3119,268081,"atorvastatina cálcica, dosagem:20 mg","[ 0.02779889 -0.00646535 -0.00669622 ...  0.0323993   0.01463011
  0.0271004 ]"
3119,268082,"atorvastatina cálcica, dosagem:40 mg","[ 0.0101594  -0.02225644 -0.00168603 ...  0.0326569   0.0089194
  0.01952879]"
3163,268083,"azatioprina, concentração:50 mg","[ 0.02605173 -0.03954519  0.05093093 ...  0.0231229  -0.01732022
  0.00627895]"
3991,268084,"cabergolina, dosagem:0,5 mg","[-0.0173355  -0.0307174   0.02618745 ... -0.00853686 -0.01831413
 -0.01454329]"
9682,268092,"metadona, dosagem:5 mg","[ 0.03321724 -0.02788622  0.03992259 ... -0.01809119 -0.02115268
  0.02499933]"
9682,268093,"metadona, dosagem:10 mg","[ 0.03544794 -0.04734664  0.01484889 ... -0.02245675 -0.01177023
  0.05057561]"
9682,268094,"metadona, dosagem:10 mg/ml, uso:solução injetável","[ 4.2312541e-03 -9.5209256e-03  2.1891370e-02 ... -9.7904604e-06
  1.8693132e-02  3.1956986e-02]"
14471,268097,"tacrolimo, dosagem:5 mg","[ 0.02121327 -0.02568854  0.04938884 ...  0.01171761 -0.00913023
 -0.01327425]"
14471,268098,"tacrolimo, dosagem:1 mg","[ 0.01302428 -0.02111837  0.03964981 ...  0.01831535 -0.00100942
 -0.01872208]"
12704,268101,"tetraciclina, dosagem:250 mg","[-0.03431055 -0.02624123 -0.01642087 ...  0.01622001  0.02846783
  0.01178596]"
17391,268103,"codeína, dosagem:60 mg","[ 0.03869225 -0.04404089 -0.00441157 ...  0.0051485  -0.04204762
 -0.00063288]"
7890,268106,"gabapentina, dosagem:400 mg","[-0.06757721 -0.02258231  0.04557714 ...  0.0382372  -0.04756869
 -0.00278547]"
7890,268107,"gabapentina, dosagem:300 mg","[-0.06347251 -0.0414888   0.02380881 ...  0.06204924 -0.00719788
 -0.00420218]"
14023,268108,"gosserrelina acetato, dosagem:10,80 mg, indicação:solução injetável","[ 0.01420385 -0.04172663  0.00856198 ...  0.03366764  0.0057826
  0.00911021]"
14023,268109,"gosserrelina acetato, dosagem:3,6 mg, indicação:solução injetável","[ 0.01415755 -0.03148689  0.0145121  ...  0.05494086  0.00832747
 -0.00637859]"
8248,268110,"hidroxiuréia, dosagem:500 mg","[-0.0013765   0.03163345  0.01887913 ...  0.00659048 -0.00551483
  0.02866159]"
8211,268111,"hidralazina, dosagem:25 mg","[ 0.01028252  0.01574986  0.05905737 ... -0.0083957   0.01093218
  0.04438586]"
8211,268112,"hidralazina, dosagem:50 mg","[ 0.01690693  0.02685102  0.05961072 ... -0.02231854  0.01072038
  0.03016535]"
14547,268113,"leflunomida, dosagem:100 mg","[-0.01355035  0.01123749 -0.0195881  ... -0.01392367  0.00877104
  0.03098711]"
14547,268114,"leflunomida, dosagem:20 mg","[ 0.00065761  0.01891138  0.00364002 ... -0.01690857  0.00826232
  0.03945653]"
8211,268115,"hidralazina, dosagem:20 mg/ml, indicação:solução injetável","[-0.00903153  0.03652544  0.04652128 ...  0.013128    0.03249976
  0.03196396]"
7427,268118,"filgrastim, apresentação:300mcg, tipo uso:injetável","[-0.04874157 -0.00612456  0.0181841  ...  0.05521971  0.04957135
  0.00947421]"
8228,268119,"hidroxicloroquina sulfato, dosagem:400 mg","[-0.04318085  0.009275   -0.01975489 ... -0.0028079   0.01720604
  0.02429346]"
8812,268123,"levotiroxina sódica, dosagem:50 mcg","[ 0.04727798 -0.07653452  0.00752662 ... -0.00488074  0.01802373
 -0.01305813]"
8812,268124,"levotiroxina sódica, dosagem:25 mcg","[ 0.03759712 -0.08560181  0.00515576 ...  0.00764441  0.01665537
 -0.001219  ]"
8812,268125,"levotiroxina sódica, dosagem:100 mcg","[ 0.03073622 -0.08040894 -0.01887612 ...  0.01302897  0.00980123
 -0.00444136]"
8812,268126,"levotiroxina sódica, dosagem:150 mcg","[ 0.03731417 -0.07142574  0.00098796 ...  0.02597029 -0.00294415
 -0.00537315]"
5200,268128,"levomepromazina, dosagem:25 mg","[ 0.00999287 -0.03330921  0.0271158  ...  0.00261109 -0.03347743
 -0.00200613]"
5200,268129,"levomepromazina, dosagem:100 mg","[ 0.00784598 -0.03064859 -0.003254   ...  0.0132293  -0.0424699
 -0.0021594 ]"
5200,268130,"levomepromazina, dosagem:40 mg/ml, apresentação:solução oral","[-0.02224866 -0.01602322  0.00981068 ...  0.03032149 -0.05356805
 -0.01879323]"
5200,268132,"levomepromazina, dosagem:5 mg/ml, apresentação:solução injetável","[-0.01877113 -0.0099331   0.02647704 ...  0.02773512 -0.02562465
 -0.02688272]"
11144,268147,"pravastatina, dosagem:10 mg","[ 0.01805363 -0.05266552 -0.00585153 ... -0.00623252 -0.01331911
  0.02031543]"
11144,268148,"pravastatina, dosagem:20 mg","[ 0.01799164 -0.03085176  0.00661095 ... -0.00278869 -0.01674096
  0.01698866]"
11759,268149,"risperidona, dosagem:2 mg","[-0.03563424 -0.0219043   0.03276354 ...  0.01217666  0.00057679
  0.03779387]"
14024,268152,"sirolimo, dosagem:1 mg/ml, apresentação:solução oral","[-0.0152571  -0.00118805  0.04467379 ...  0.02308054 -0.01470737
 -0.01993094]"
12318,268153,"sulfassalazina, dosagem:500 mg","[ 0.00732135  0.04114511  0.00485993 ... -0.01912877  0.01307088
  0.03608573]"
12713,268155,"tiabendazol, dosagem:500 mg","[-0.02961599  0.05941249  0.01594358 ...  0.01534171 -0.01281997
  0.01653506]"
10768,268158,"pirimetamina, dosagem:25 mg","[-0.04508907 -0.01088237  0.02282254 ... -0.0121898   0.01448144
  0.01321946]"
10633,268159,"pentoxifilina, dosagem:400 mg","[-0.08318307 -0.06742459  0.00025949 ... -0.01201521 -0.03336995
  0.02272952]"
10216,268160,"omeprazol, concentração:40 mg, uso:injetável","[ 0.0347215   0.01131122  0.07187496 ...  0.04092496 -0.00123455
  0.01027844]"
9717,268162,"miconazol nitrato, dosagem:2%, apresentação:creme vaginal","[-0.02475948 -0.00329006  0.02381982 ...  0.00316152  0.00338582
  0.01572837]"
5211,268163,"minociclina cloridrato, dosagem:100 mg","[-0.02974335 -0.014645   -0.07411753 ...  0.02212267  0.01781784
  0.01663057]"
7670,268177,"flutamida, dosagem:250 mg","[-0.00595181  0.01330729  0.00906737 ...  0.02653888  0.02560644
  0.05590051]"
7231,268181,"etofibrato, dosagem:500 mg","[ 0.04150719  0.00336015  0.00447792 ... -0.00170888 -0.01999722
  0.05315128]"
14671,268185,"glicerol, dosagem:95%, apresentação:supositório infantil","[-0.05770934  0.03318948  0.05564621 ...  0.00064276 -0.0139999
  0.01289522]"
14671,268186,"glicerol, dosagem:95%, apresentação:supositório adulto","[-0.0485139   0.03810573  0.06206332 ... -0.00186571 -0.02840892
  0.03698092]"
1615,268202,"acarbose, dosagem:50 mg","[ 0.01422943 -0.02062877  0.05528135 ... -0.01390756  0.002705
 -0.0041556 ]"
349,268207,"ampicilina, dosagem:1 g, tipo uso:injetável","[-0.02752559 -0.02084775  0.07513544 ...  0.03728201  0.0306031
 -0.03354678]"
355,268214,"atropina sulfato, dosagem:0,25 mg/ml, uso:solução injetável","[ 0.02275241 -0.00894678  0.01863557 ...  0.01667044  0.05053646
  0.01326358]"
1249,268222,"bicarbonato de sódio, dosagem:8,4%, uso:solução injetável",[0.02152541 0.00457694 0.01829853 ... 0.0061194  0.04844982 0.01700351]
15870,268225,"carbonato de cálcio, dosagem:500 mg","[ 0.00771306  0.06221096 -0.01801151 ...  0.00131049  0.01803217
  0.03673716]"
5116,268232,"cloreto de potássio, dosagem:500 mg","[-0.00456376  0.02464287 -0.03724184 ... -0.01573011 -0.0061764
  0.02431947]"
5116,268233,"cloreto de potássio, dosagem:600 mg","[-0.00118267  0.00324096 -0.03023141 ... -0.01038318 -0.00822422
  0.02211562]"
5118,268236,"cloreto de sódio, princípio ativo:0,9%_ solução injetável, aplicação:sistema fechado","[-0.01638541  0.01836532 -0.02378139 ...  0.0198303   0.03451063
  0.02097536]"
5118,268237,"cloreto de sódio, princípio ativo:0,9%_ solução injetável, aplicação:frasco com abertura twist off","[-0.0205857  -0.00017232 -0.01596332 ...  0.00424394  0.02267587
  0.01085406]"
6056,268241,"deltametrina, indicação:0,2mg/ml loção","[-0.01305249 -0.00955904 -0.03990477 ...  0.03358168  0.02831693
 -0.01596994]"
6056,268242,"deltametrina, indicação:0,2mg/ml shampoo","[-0.00574145 -0.01499926 -0.01793059 ...  0.00468438  0.03381611
 -0.00992776]"
6143,268243,"dexametasona, dosagem:0,1 mg/ml, apresentação:elixir","[-0.01708977 -0.03290521  0.03904315 ...  0.03787754 -0.00863133
 -0.01510887]"
17708,268252,"dipirona sódica, dosagem:500 mg/ml, apresentação:solução injetável","[-0.04968018 -0.01359902  0.03229967 ...  0.03968594 -0.00684308
  0.00945906]"
6233,268253,"dipiridamol, dosagem:75 mg","[-0.04997748 -0.02397435  0.0835144  ...  0.02418218 -0.03162773
  0.02973375]"
6614,268255,"epinefrina, dosagem:1mg/ml, uso:solução injetável","[-0.04998426  0.01779553  0.02022048 ...  0.02208838  0.00877868
 -0.00743532]"
14707,268256,"gentamicina, dosagem:40 mg/ml, aplicação:solução injetável","[-0.09353732 -0.00120029  0.04417729 ...  0.03315852 -0.00408779
 -0.00342218]"
9040,268263,"metilergometrina maleato, dosagem:0,125 mg","[-0.04625564 -0.01036411  0.00408825 ...  0.04196672 -0.01535999
 -0.00755879]"
9040,268264,"metilergometrina maleato, dosagem:0,2 mg/ml, indicação:solução injetável","[-0.05619201  0.00490535 -0.00238518 ...  0.05686722  0.01844361
 -0.01863902]"
8469,268265,"iodeto de potássio, dosagem:20 mg/ml, apresentação:solução oral","[ 0.02695793  0.00928254 -0.01382439 ... -0.00142852 -0.02185132
 -0.01135133]"
9717,268267,"miconazol nitrato, dosagem:20 mg/g, apresentação:loção","[ 0.00274509  0.00151505  0.00127757 ...  0.00538551 -0.01478737
 -0.00264372]"
9717,268268,"miconazol nitrato, dosagem:20 mg/g, apresentação:pó para uso tópico","[ 0.01071855 -0.00102472  0.01831671 ... -0.01174504 -0.01522284
 -0.00521192]"
9717,268269,"miconazol nitrato, dosagem:20 mg/g, apresentação:gel oral","[-0.01993211  0.00575759  0.02182915 ... -0.00142179 -0.02783966
  0.00456883]"
9896,268270,"monossulfiram, concentração:250 mg/ml, indicação:solução para uso tópico","[ 0.06247208  0.02719805 -0.00989901 ...  0.02486073  0.04417365
 -0.00821417]"
10109,268273,"nitrofurantoína, dosagem:100 mg","[-0.0058154   0.00916521  0.00875555 ...  0.00494055 -0.00518758
  0.00513476]"
10110,268274,"nitrofural, dosagem:2 mg/g, apresentação:pomada","[-0.0415224  -0.03511947  0.06569517 ...  0.009902    0.01493927
 -0.03101053]"
10140,268277,"ocitocina, dosagem:5 ui/ml, indicação:solução injetável","[-0.03218792 -0.00839249 -0.03364673 ...  0.02725451  0.02111444
 -0.02301672]"
10676,268284,"permetrina, dosagem:10 mg/ml, indicação:creme capilar","[-0.01702531 -0.02476101  0.00537614 ... -0.0087161   0.02713757
  0.01547971]"
10105,268285,"nitrazepam, dosagem:5 mg","[ 0.02546233 -0.02112643  0.07760003 ...  0.00013486 -0.01340885
  0.01767694]"
9717,268286,"miconazol nitrato, dosagem:20 mg/g, apresentação:creme","[ 0.00262603 -0.01129377  0.02618421 ... -0.00021639 -0.00200751
 -0.0019996 ]"
5129,268287,"alizaprida cloridrato, dosagem:25 mg/ml, indicação:solução injetável","[-0.01599622  0.04698486  0.02320832 ...  0.02893997  0.02847916
  0.02334769]"
17759,268289,"ácido bórico, dosagem:solução a 2%",[0.01881183 0.01561394 0.04143645 ... 0.01744812 0.00803175 0.003381  ]
17759,268290,"ácido bórico, dosagem:solução a 3%","[ 0.03121073  0.02111735  0.02853267 ...  0.02715921  0.00612975
 -0.00172157]"
1930,268292,"folinato de cálcio, dosagem:15 mg","[ 0.03840048  0.0233339  -0.07320827 ...  0.01893384  0.03167463
  0.06547703]"
2008,268295,"ácido nalidíxico, dosagem:500 mg",[0.00404109 0.02954181 0.01664438 ... 0.03801193 0.01750979 0.02396038]
2008,268296,"ácido nalidíxico, dosagem:50 mg/ml, apresentação:suspensão oral","[-0.00430854  0.01746991  0.0530928  ...  0.04411659  0.01186683
  0.00795999]"
10156,268297,"ofloxacino, dosagem:400 mg","[-0.03027976 -0.00710058  0.00052026 ...  0.01779557 -0.03986862
  0.00484303]"
11146,268298,"praziquantel, dosagem:500 mg","[-0.02233852  0.00968953  0.01434395 ... -0.00288578  0.02190565
  0.02637689]"
11969,268299,"secnidazol, concentração:1.000 mg","[-0.02795509  0.00311034 -0.02136347 ...  0.02025208  0.04478825
  0.05459886]"
11969,268300,"secnidazol, concentração:500 mg","[-0.01801318  0.01332942 -0.02739955 ...  0.02426918  0.03476618
  0.0533403 ]"
11969,268301,"secnidazol, concentração:30 mg/ml, uso:suspensão oral","[-0.02909646  0.02253319 -0.00656542 ...  0.0438985   0.03516188
  0.04052401]"
11917,268302,"salbutamol, dosagem:2 mg","[-0.01223992  0.022541    0.04410646 ...  0.00336947  0.02469731
 -0.01865329]"
11917,268303,"salbutamol, dosagem:5 mg/ml, uso:solução para nebulização","[ 0.00808425  0.0779053   0.04367949 ...  0.01482236  0.02847783
 -0.04048007]"
1601,268315,"abacavir sulfato, dosagem:300 mg","[-0.02254011 -0.03732463  0.00603076 ...  0.00671414  0.0015364
  0.02603656]"
1601,268317,"abacavir sulfato, dosagem:20 mg/ml, apresentação:solução oral","[-0.00056391 -0.02748942  0.01717262 ... -0.0062028  -0.0136249
  0.01852442]"
2462,268319,"amprenavir, dosagem:50 mg","[-0.00535588 -0.00590372  0.04717068 ... -0.0006702   0.00756248
  0.02208189]"
2462,268320,"amprenavir, dosagem:150 mg","[-0.01638626 -0.00335758  0.03810936 ...  0.03122455 -0.01273191
  0.03405524]"
2462,268322,"amprenavir, dosagem:15 mg/ml, apresentação:solução oral","[-0.03051469 -0.00415915  0.02288175 ...  0.03264607 -0.01947104
  0.0213033 ]"
8482,268331,"ipratrópio brometo, dosagem:0,25 mg/ml, uso:solução para inalação","[-0.00469167  0.06656995  0.06673176 ... -0.00749103  0.01602344
 -0.0092134 ]"
8482,268332,"ipratrópio brometo, dosagem:0,02mg/dose, uso:aerossol + frasco dosificador","[-0.02009745  0.0467631   0.06205672 ... -0.02316452 -0.0122608
 -0.01782613]"
