numero_controle_pncp,numero_item,tipoBeneficioNome,aplicabilidadeMargemPreferenciaNormal,percentualMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaAdicional,tipoMargemPreferencia.codigo,criterioJulgamentoNome,tipoMargemPreferencia.nome,tipoMargemPreferencia,exigenciaConteudoNacional,_merge,srp,_merge_srp
10465644000109-1-000011/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000001/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000012/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000011/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000011/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000004/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000004/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000004/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000004/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000001/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000001/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000001/2023,5,,,,,,,,,,,left_only,False,both
05628919000148-1-000051/2023,1,,,,,,,,,,,left_only,False,both
05628919000148-1-000046/2023,1,,,,,,,,,,,left_only,False,both
13918415000190-1-000036/2023,3418128,,,,,,,,,,,left_only,True,both
05628919000148-1-000011/2023,8,,,,,,,,,,,left_only,False,both
08097819000120-1-000043/2023,4,,,,,,,,,,,left_only,False,both
05628919000148-1-000046/2023,3,,,,,,,,,,,left_only,False,both
05628919000148-1-000046/2023,4,,,,,,,,,,,left_only,False,both
05628919000148-1-000034/2023,2,,,,,,,,,,,left_only,False,both
05628919000148-1-000026/2023,2,,,,,,,,,,,left_only,False,both
14645822000134-1-000007/2023,3,,,,,,,,,,,left_only,False,both
05628919000148-1-000011/2023,1,,,,,,,,,,,left_only,False,both
05628919000148-1-000011/2023,3,,,,,,,,,,,left_only,False,both
05628919000148-1-000011/2023,4,,,,,,,,,,,left_only,False,both
05628919000148-1-000011/2023,7,,,,,,,,,,,left_only,False,both
05628919000148-1-000011/2023,9,,,,,,,,,,,left_only,False,both
08097819000120-1-000043/2023,2,,,,,,,,,,,left_only,False,both
08097819000120-1-000043/2023,3,,,,,,,,,,,left_only,False,both
83102541000158-1-000010/2023,4,,,,,,,,,,,left_only,True,both
83102541000158-1-000010/2023,5,,,,,,,,,,,left_only,True,both
83102541000158-1-000010/2023,7,,,,,,,,,,,left_only,True,both
83102541000158-1-000010/2023,8,,,,,,,,,,,left_only,True,both
13918415000190-1-000036/2023,3418132,,,,,,,,,,,left_only,True,both
46374500000194-1-001485/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,False,both
00394452000103-1-009505/2023,3,,,,,,,,,,,left_only,False,both
00394502000144-1-006036/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
11279755000193-1-000023/2023,2,,,,,,,,,,,left_only,False,both
11279755000193-1-000017/2023,3,,,,,,,,,,,left_only,True,both
11279755000193-1-000017/2023,4,,,,,,,,,,,left_only,True,both
11279755000193-1-000017/2023,10,,,,,,,,,,,left_only,True,both
11279755000193-1-000009/2023,10,,,,,,,,,,,left_only,True,both
46374500000194-1-001485/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,False,both
13918415000190-1-000036/2023,3418133,,,,,,,,,,,left_only,True,both
90738196000109-1-000167/2023,1,,,,,,,,,,,left_only,True,both
90738196000109-1-000167/2023,2,,,,,,,,,,,left_only,True,both
13918415000190-1-000033/2023,3379441,,,,,,,,,,,left_only,True,both
00394429000100-1-000145/2023,2,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
00394429000100-1-000145/2023,4,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
00394429000100-1-000145/2023,6,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
00394429000100-1-000145/2023,7,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
00394429000100-1-000145/2023,8,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-006036/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394429000100-1-001413/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
10637926000146-1-000080/2023,1,,,,,,,,,,,left_only,False,both
10637926000146-1-000080/2023,2,,,,,,,,,,,left_only,False,both
90738196000109-1-000167/2023,4,,,,,,,,,,,left_only,True,both
90738196000109-1-000167/2023,5,,,,,,,,,,,left_only,True,both
82836057000190-1-000006/2023,6,,,,,,,,,,,left_only,True,both
15126437000143-1-000593/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
13918415000190-1-000033/2023,3379442,,,,,,,,,,,left_only,True,both
88830609000139-1-000186/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
88830609000139-1-000186/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
88830609000139-1-000186/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
88830609000139-1-000186/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394429000100-1-000145/2023,10,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
33663683000116-1-000511/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-014870/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-014870/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-014870/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000593/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46223699000150-1-000113/2026,2,Sem benefício,False,,False,,,Menor preço,,,FALSE,both,False,both
88185020000125-1-000041/2023,1,,,,,,,,,,,left_only,False,both
10729992000146-1-000088/2023,8,,,,,,,,,,,left_only,False,both
00394452000103-1-007111/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-007111/2023,2,,,,,,,,,,,left_only,False,both
13918415000190-1-000033/2023,3379443,,,,,,,,,,,left_only,True,both
87843819000107-1-000097/2023,8,,,,,,,,,,,left_only,False,both
00394452000103-1-007111/2023,4,,,,,,,,,,,left_only,False,both
00394452000103-1-011154/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-011154/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-011154/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-011154/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-011154/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-011154/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394502000144-1-003002/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-003002/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-009421/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-012970/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
13918415000190-1-000033/2023,3379445,,,,,,,,,,,left_only,True,both
00394452000103-1-011116/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-009472/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,3,,,,,,,,,,,left_only,False,both
46379400000150-1-001041/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-001041/2023,3,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-001041/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-001041/2023,5,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-001041/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-001041/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008956/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008956/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008956/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008956/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008956/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008956/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009472/2023,4,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,5,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,6,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,7,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,8,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,9,,,,,,,,,,,left_only,False,both
00394452000103-1-009472/2023,10,,,,,,,,,,,left_only,False,both
45138070000149-1-001127/2025,1,Sem benefício,False,,False,,,Menor preço,,,FALSE,both,False,both
00394452000103-1-011144/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011144/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-007624/2023,1,,,,,,,,,,,left_only,False,both
13918415000190-1-000033/2023,3379446,,,,,,,,,,,left_only,True,both
13918415000190-1-000033/2023,3379448,,,,,,,,,,,left_only,True,both
00394452000103-1-007624/2023,3,,,,,,,,,,,left_only,False,both
00394452000103-1-007624/2023,4,,,,,,,,,,,left_only,False,both
00394452000103-1-007624/2023,5,,,,,,,,,,,left_only,False,both
00394452000103-1-014378/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-014378/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-007624/2023,10,,,,,,,,,,,left_only,False,both
47563739000175-1-000060/2023,1,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,1,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,2,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,3,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,4,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,5,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,6,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,7,,,,,,,,,,,left_only,False,both
10637926000146-1-000041/2023,9,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,2,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,4,,,,,,,,,,,left_only,False,both
13918415000190-1-000033/2023,3379449,,,,,,,,,,,left_only,True,both
88117718000103-1-000107/2023,9,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,6,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,7,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,8,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,9,,,,,,,,,,,left_only,False,both
87613519000123-1-000050/2023,10,,,,,,,,,,,left_only,False,both
00394452000103-1-011083/2023,2,,,,,,,,,,,left_only,False,both
00394452000103-1-010051/2023,1,,,,,,,,,,,left_only,False,both
88117718000103-1-000107/2023,2,,,,,,,,,,,left_only,False,both
88117718000103-1-000107/2023,3,,,,,,,,,,,left_only,False,both
20433216000158-1-000005/2023,5,,,,,,,,,,,left_only,True,both
94707494000192-1-000083/2023,5,,,,,,,,,,,left_only,False,both
27142702000166-1-000012/2022,9,,,,,,,,,,,left_only,False,both
94707494000192-1-000083/2023,9,,,,,,,,,,,left_only,False,both
88363189000128-1-000142/2023,1,,,,,,,,,,,left_only,False,both
10635424000186-1-000039/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009955/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-013487/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-013487/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
13019421000106-1-000015/2023,8,,,,,,,,,,,left_only,True,both
94707494000192-1-000083/2023,2,,,,,,,,,,,left_only,False,both
94707494000192-1-000083/2023,3,,,,,,,,,,,left_only,False,both
94707494000192-1-000083/2023,4,,,,,,,,,,,left_only,False,both
94707494000192-1-000083/2023,6,,,,,,,,,,,left_only,False,both
94707494000192-1-000083/2023,7,,,,,,,,,,,left_only,False,both
13019421000106-1-000015/2023,1,,,,,,,,,,,left_only,True,both
13019421000106-1-000015/2023,4,,,,,,,,,,,left_only,True,both
13019421000106-1-000015/2023,6,,,,,,,,,,,left_only,True,both
13019421000106-1-000015/2023,9,,,,,,,,,,,left_only,True,both
76206481000158-1-000120/2023,1,,,,,,,,,,,left_only,True,both
01465988000127-1-000006/2023,5,,,,,,,,,,,left_only,False,both
01465988000127-1-000006/2023,6,,,,,,,,,,,left_only,False,both
00394452000103-1-002617/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-009955/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009955/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-005891/2023,1,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
01465988000127-1-000006/2023,2,,,,,,,,,,,left_only,False,both
01465988000127-1-000006/2023,3,,,,,,,,,,,left_only,False,both
01465988000127-1-000006/2023,7,,,,,,,,,,,left_only,False,both
01465988000127-1-000006/2023,8,,,,,,,,,,,left_only,False,both
01465988000127-1-000006/2023,9,,,,,,,,,,,left_only,False,both
88141460000180-1-000054/2023,1,,,,,,,,,,,left_only,False,both
88141460000180-1-000024/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-011744/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011744/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011744/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011744/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011744/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-011744/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-002629/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-011067/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
10637926000146-1-000232/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
01612836000100-1-000021/2023,6,,,,,,,,,,,left_only,True,both
46379400000150-1-002521/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-012679/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-012679/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-008897/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008897/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008897/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008897/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008897/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-008897/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
08654446000141-1-000007/2023,1,,,,,,,,,,,left_only,False,both
00394452000103-1-002640/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-002640/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-002640/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-002122/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-002122/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-002122/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46379400000150-1-002520/2023,1,,,,,,,,,,,left_only,False,both
46612032000149-1-000004/2023,6,,,,,,,,,,,left_only,False,both
46634101000115-1-000016/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
46634101000115-1-000016/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
46634101000115-1-000016/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
46634101000115-1-000016/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
46634101000115-1-000016/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
46634101000115-1-000016/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394502000144-1-006498/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46482832000192-1-001231/2024,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46379400000150-1-002520/2023,2,,,,,,,,,,,left_only,False,both
00394452000103-1-002122/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
46612032000149-1-000004/2023,3,,,,,,,,,,,left_only,False,both
46612032000149-1-000004/2023,5,,,,,,,,,,,left_only,False,both
00394452000103-1-011428/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-003042/2023,1,,,,,,,,,,,left_only,False,both
46482832000192-1-001231/2024,9,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46379400000150-1-002520/2023,3,,,,,,,,,,,left_only,False,both
